"id","Survey","Race","Gender","Education","Age_Group","Region","quota_cohort","LikelyVote","PartyAffiliate","survey_weight","Question1_Version","Experiment1_Question","Question2_Version","Experiment2_Question","EconomicConditions","EconomicExpect","CoronaWorry","CoronaChange","CoronaWork"
133,"Coronavirus Survey","White","Male","HS or Less","45-64","South","South::45-64::Male","Likely will vote","Independent or another party",1.16207996772435,"Version B","200","Version A","A","Only Fair","Get worse","Somewhat worried","Yes, changing routines or plans","Not changed"
134,"Coronavirus Survey","White","Male","Some College or Associate","35-44","Midwest","Midwest::35-44::Male","Definitely will vote","Republican Party",0.845842841365614,"Version A","100",NA,NA,"Good","Get worse","Somewhat worried","Yes, changing routines or plans","Laid off"
135,"Political Survey","White","Male","Some College or Associate","18-34","Northeast","Northeast::18-34::Male","Likely will vote","Independent or another party",1.26814988391554,"Version B","100","Version A","B","Good","Stay about the same",NA,NA,NA
136,"Coronavirus Survey","White","Male","Some College or Associate","45-64","Northeast","Northeast::45-64::Male","Definitely will vote","Democratic Party",0.785977552021026,"Version B","1000000000","Version A","A","Poor","Stay about the same","Very worried","Yes, changing routines or plans","Laid off"
137,"Political Survey","White","Male","Some College or Associate","45-64","West","West::45-64::Male","Definitely will vote","Republican Party",0.862382516348869,"Version B","10000000000","Version A","A","Only Fair","Stay about the same",NA,NA,NA
138,"Coronavirus Survey","White","Female","HS or Less","35-44","Northeast","Northeast::35-44::Female","Likely will vote","Independent or another party",0.892647489927586,"Version B","100000000000","Version B","C","(Vol. DK/Refuse)","Don't know","Very worried","Yes, changing routines or plans","Not changed"
139,"Political Survey","Other","Male","Post-Grad","45-64","West","West::45-64::Male","Definitely will vote","Democratic Party",0.990726415833516,"Version A","100000000000000000000","Version B","C","Poor","Get worse",NA,NA,NA
140,"Political Survey","Other","Female","College Grad","45-64","West","West::45-64::Female","Definitely will vote","Democratic Party",0.781211669061182,"Version A","100","Version A","A","Poor","Get worse",NA,NA,NA
141,"Coronavirus Survey","White","Male","Some College or Associate","45-64","South","South::45-64::Male","Definitely will vote","Democratic Party",0.933738513078202,"Version B","1000","Version B","C","Only Fair","Get worse","Very worried","Yes, changing routines or plans","Not changed"
142,"Political Survey","Other","Male","Post-Grad","45-64","Northeast","Northeast::45-64::Male","Definitely will vote","Democratic Party",0.902950498505215,"Version A","100","Version B","C","Poor","Get worse",NA,NA,NA
143,"Coronavirus Survey","White","Male","College Grad","18-34","Midwest","Midwest::18-34::Male","Definitely will not vote","Independent or another party",0.838333210595406,NA,NA,"Version A","B","Only Fair","Get worse","Somewhat worried","Yes, changing routines or plans","Working from home"
144,"Political Survey","White","Female","College Grad","45-64","Midwest","Midwest::45-64::Female","Definitely will vote","Democratic Party",0.564637303417824,"Version B","100000","Version A","A","Poor","Get worse",NA,NA,NA
145,"Coronavirus Survey","White","Female","HS or Less","65+","South","South::65+::Female","Definitely will vote","Democratic Party",1.07167181532095,"Version B","1000","Version B","B","Only Fair","Get worse","Very worried","No, not changing routines or plans","Not changed"
146,"Coronavirus Survey","White","Female","HS or Less","45-64","Midwest","Midwest::45-64::Female","Likely will vote","Independent or another party",0.910278979871321,"Version A","100","Version A","B","Only Fair","Get worse","Very worried","Yes, changing routines or plans","Not changed"
147,"Coronavirus Survey","White","Female","HS or Less","65+","West","West::65+::Female","Definitely will vote","Independent or another party",1.07007412414965,"Version B","1000","Version A","B","Poor","Get worse","Not too worried","Yes, changing routines or plans","Not changed"
148,"Coronavirus Survey","White","Female","HS or Less","45-64","South","South::45-64::Female","Definitely will vote","Democratic Party",1.01141412338944,"Version B","100","Version A","B","Poor","Get worse","Very worried","Yes, changing routines or plans","Working from home"
149,"Political Survey","White","Female","HS or Less","35-44","Midwest","Midwest::35-44::Female","Definitely will vote","Democratic Party",0.95416727079337,"Version A","100","Version B","B","Poor","Get worse",NA,NA,NA
150,"Political Survey","White","Male","Some College or Associate","65+","South","South::65+::Male","Likely will vote","Democratic Party",1.033272666407,"Version A","100","Version B","B","Only Fair","Improve",NA,NA,NA
151,"Coronavirus Survey","Black or African American","Male","HS or Less","65+","South","South::65+::Male","Definitely will vote","Democratic Party",1.31103868860561,"Version B","200","Version B","B","Only Fair","Get worse","Very worried","Yes, changing routines or plans","Not changed"
152,"Political Survey","Hispanic","Female","Some College or Associate","45-64","Midwest","Midwest::45-64::Female","Definitely will vote","Independent or another party",1.3286538211716,"Version B","100","Version B","B","Only Fair","Get worse",NA,NA,NA
153,"Coronavirus Survey","White","Female","Some College or Associate","18-34","Midwest","Midwest::18-34::Female","Definitely will vote","Democratic Party",0.706876890438778,"Version A","100","Version B","C","Only Fair","Get worse","Very worried","Yes, changing routines or plans","Hours increased"
154,"Coronavirus Survey","White","Male","College Grad","45-64","Northeast","Northeast::45-64::Male","Definitely will vote","Independent or another party",0.606758596269067,"Version B","5120","Version B","C","Good","Improve","Not too worried","Yes, changing routines or plans","Hours cut back"
155,"Coronavirus Survey","Black or African American","Female","HS or Less","45-64","South","South::45-64::Female","Definitely will vote","Democratic Party",1.03114285806736,"Version A","100","Version B","C","Good","Get worse","Somewhat worried","Yes, changing routines or plans","Laid off"
156,"Political Survey","White","Female","HS or Less","18-34","West","West::18-34::Female","Definitely will vote","Democratic Party",1.03139248557937,"Version A","100","Version A","A","Only Fair","Get worse",NA,NA,NA
157,"Political Survey","White","Male","HS or Less","45-64","South","South::45-64::Male","Definitely will vote","Democratic Party",1.16207996772435,"Version A","100","Version A","A","Only Fair","Get worse",NA,NA,NA
158,"Political Survey","White","Female","College Grad","18-34","South","South::18-34::Female","Definitely will vote","Democratic Party",0.668176097339066,"Version B","1000","Version A","A","Good","Get worse",NA,NA,NA
159,"Political Survey","White","Female","HS or Less","18-34","Midwest","Midwest::18-34::Female","Definitely will vote","Republican Party",0.879740379689558,"Version A","100","Version A","A","Excellent","(Vol. DK/Refuse)",NA,NA,NA
160,"Coronavirus Survey","White","Female","Some College or Associate","65+","South","South::65+::Female","Definitely will vote","Democratic Party",0.861094997881394,"Version A","100000","Version B","C","Only Fair","Get worse","Very worried","Yes, changing routines or plans","Not changed"
161,"Coronavirus Survey","White","Male","Some College or Associate","65+","Midwest","Midwest::65+::Male","Definitely will vote","Democratic Party",0.919856792350644,"Version A","100","Version B","C","Good","Stay about the same","Very worried","Yes, changing routines or plans","Not changed"
162,"Political Survey","White","Female","Some College or Associate","45-64","Midwest","Midwest::45-64::Female","Definitely will vote","Democratic Party",0.731414846446271,"Version A","100","Version B","B","Only Fair","Don't know",NA,NA,NA
163,"Political Survey","White","Male","HS or Less","65+","Northeast","Northeast::65+::Male","Likely will not vote","Independent or another party",0.825642015738228,"Version B","100","Version A","B","Only Fair","Get worse",NA,NA,NA
164,"Coronavirus Survey","White","Female","Some College or Associate","65+","West","West::65+::Female","Definitely will vote","Democratic Party",0.859811243045167,"Version B","30000","Version B","C","Poor","Get worse","Somewhat worried","Yes, changing routines or plans","Not changed"
165,"Coronavirus Survey","White","Female","HS or Less","45-64","Northeast","Northeast::45-64::Female","Likely will vote","Republican Party",0.823626259055456,"Version B","100","Version B","C","Only Fair","Get worse","Very worried","No, not changing routines or plans","Not changed"
166,"Political Survey","White","Female","HS or Less","45-64","Northeast","Northeast::45-64::Female","Likely will not vote","Independent or another party",0.823626259055456,"Version B","100","Version B","C","Excellent","Get worse",NA,NA,NA
167,"Coronavirus Survey","White","Female","Some College or Associate","65+","Northeast","Northeast::65+::Female","Definitely will vote","Democratic Party",0.734138950719982,"Version A","200","Version B","C","Only Fair","Get worse","Somewhat worried","Yes, changing routines or plans","Not changed"
168,"Coronavirus Survey","White","Male","HS or Less","45-64","Northeast","Northeast::45-64::Male","Definitely will vote","Republican Party",0.978184743899664,"Version B","10000","Version B","B","Poor","Improve","Very worried","Yes, changing routines or plans","Laid off"
169,"Coronavirus Survey","Other","Female","College Grad","65+","Midwest","Midwest::65+::Female","Definitely will vote","Independent or another party",0.845116182630749,"Version B","1111112110","Version B","C","Only Fair","Get worse","Somewhat worried","Yes, changing routines or plans","Not changed"
170,"Political Survey","White","Female","College Grad","18-34","South","South::18-34::Female","Definitely will vote","Democratic Party",0.668176097339066,"Version A","100","Version B","C","Only Fair","Get worse",NA,NA,NA
171,"Political Survey","White","Male","HS or Less","18-34","South","South::18-34::Male","Likely will vote","Independent or another party",2.30939404016988,"Version B","10","Version A","B","Good","Stay about the same",NA,NA,NA
172,"Coronavirus Survey","White","Male","HS or Less","45-64","Northeast","Northeast::45-64::Male","Likely will vote","Independent or another party",0.978184743899664,"Version A","100","Version B","C","Poor","Get worse","Not too worried","Yes, changing routines or plans","Not changed"
173,"Political Survey","Black or African American","Female","Some College or Associate","18-34","South","South::18-34::Female","Definitely will vote","Democratic Party",0.882419231184232,"Version A","100","Version B","B","Only Fair","Get worse",NA,NA,NA
